Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Confidence Interval,Quartile range,Quartile number,Suppression Flag
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Minnesota,Minnesota,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,30.6,25,36.7,25.0 - 36.7,29.7-32.7,2,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Mississippi,Mississippi,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,42.3,33.6,51.3,33.6 - 51.3,37.4-45.2,4,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Missouri,Missouri,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,37.4,31.2,43.9,31.2 - 43.9,37.4-45.2,4,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Montana,Montana,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,34.6,25,45.1,25.0 - 45.1,32.8-37.3,3,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Nebraska,Nebraska,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,41,34.7,47.5,34.7 - 47.5,37.4-45.2,4,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Nevada,Nevada,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,33.8,26.7,41.4,26.7 - 41.4,32.8-37.3,3,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,New Hampshire,New Hampshire,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,28.7,22,36.2,22.0 - 36.2,21.7-29.6,1,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,New Jersey,New Jersey,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,26.8,19.2,35.5,19.2 - 35.5,21.7-29.6,1,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,New Mexico,New Mexico,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,38,30.5,46,30.5 - 46.0,37.4-45.2,4,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,New York,New York,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,30.6,24.7,37,24.7 - 37.0,29.7-32.7,2,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,North Carolina,North Carolina,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,39.5,31.2,48.3,31.2 - 48.3,37.4-45.2,4,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,North Dakota,North Dakota,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,32.7,26.1,39.9,26.1 - 39.9,29.7-32.7,2,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Ohio,Ohio,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,29.5,22.4,37.4,22.4 - 37.4,21.7-29.6,1,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Oklahoma,Oklahoma,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,38.6,33,44.4,33.0 - 44.4,37.4-45.2,4,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Oregon,Oregon,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,37.3,30.9,44.1,30.9 - 44.1,32.8-37.3,3,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Pennsylvania,Pennsylvania,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,21.7,16.6,27.5,16.6 - 27.5,21.7-29.6,1,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Rhode Island,Rhode Island,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,34.4,25.6,43.9,25.6 - 43.9,32.8-37.3,3,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,South Carolina,South Carolina,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,37.3,29.7,45.5,29.7 - 45.5,32.8-37.3,3,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,South Dakota,South Dakota,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,39.8,30.9,49.1,30.9 - 49.1,37.4-45.2,4,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Tennessee,Tennessee,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,35.5,28.7,42.7,28.7 - 42.7,32.8-37.3,3,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Texas,Texas,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,34.8,29,40.9,29.0 - 40.9,32.8-37.3,3,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Utah,Utah,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,35.7,30.6,41.2,30.6 - 41.2,32.8-37.3,3,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Vermont,Vermont,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,28.8,16.7,43.7,16.7 - 43.7,21.7-29.6,1,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Virginia,Virginia,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,30,24.1,36.5,24.1 - 36.5,29.7-32.7,2,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Washington,Washington,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,29.6,23.9,35.7,23.9 - 35.7,21.7-29.6,1,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,West Virginia,West Virginia,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,34.9,26.6,44,26.6 - 44.0,32.8-37.3,3,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Wisconsin,Wisconsin,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,29.9,23.8,36.5,23.8 - 36.5,29.7-32.7,2,
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Wyoming,Wyoming,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,36.3,28.9,44.2,28.9 - 44.2,32.8-37.3,3,
"Currently experiencing long COVID, as a percentage of all adults",National Estimate,United States,United States,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,7.6,7.1,8.1,7.1 - 8.1,,,
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,18 - 29 years,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,6.9,5.9,8,5.9 - 8.0,,,
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,30 - 39 years,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,8.3,7.1,9.5,7.1 - 9.5,,,
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,40 - 49 years,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,10.1,8.8,11.5,8.8 - 11.5,,,
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,50 - 59 years,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,9,8.1,10,8.1 - 10.0,,,
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,60 - 69 years,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,6.7,5.5,8,5.5 - 8.0,,,
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,70 - 79 years,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,3.7,2.8,4.7,2.8 - 4.7,,,
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,80 years and above,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,2.2,1.2,3.7,1.2 - 3.7,,,
"Currently experiencing long COVID, as a percentage of all adults",By Sex,United States,Male,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,5.6,4.9,6.4,4.9 - 6.4,,,
"Currently experiencing long COVID, as a percentage of all adults",By Sex,United States,Female,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,9.5,8.7,10.4,8.7 - 10.4,,,
"Currently experiencing long COVID, as a percentage of all adults",By Gender identity,United States,Cis-gender male,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,5.3,4.6,6.1,4.6 - 6.1,,,
"Currently experiencing long COVID, as a percentage of all adults",By Gender identity,United States,Cis-gender female,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,9.4,8.6,10.3,8.6 - 10.3,,,
"Currently experiencing long COVID, as a percentage of all adults",By Gender identity,United States,Transgender,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,10.5,5.8,17.3,5.8 - 17.3,,,
"Currently experiencing long COVID, as a percentage of all adults",By Sexual orientation,United States,Gay or lesbian,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,10.6,8,13.6,8.0 - 13.6,,,
"Currently experiencing long COVID, as a percentage of all adults",By Sexual orientation,United States,Straight,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,7,6.5,7.4,6.5 - 7.4,,,
"Currently experiencing long COVID, as a percentage of all adults",By Sexual orientation,United States,Bisexual,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,11,8.9,13.5,8.9 - 13.5,,,
"Currently experiencing long COVID, as a percentage of all adults",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,9.2,7.8,10.7,7.8 - 10.7,,,
"Currently experiencing long COVID, as a percentage of all adults",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,7.4,6.8,8,6.8 - 8.0,,,
"Currently experiencing long COVID, as a percentage of all adults",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,5.4,4.5,6.5,4.5 - 6.5,,,
"Currently experiencing long COVID, as a percentage of all adults",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,4.6,3.2,6.5,3.2 - 6.5,,,
"Currently experiencing long COVID, as a percentage of all adults",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,13.5,10.6,16.7,10.6 - 16.7,,,
"Currently experiencing long COVID, as a percentage of all adults",By Education,United States,Less than a high school diploma,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,11,9,13.3,9.0 - 13.3,,,
"Currently experiencing long COVID, as a percentage of all adults",By Education,United States,High school diploma or GED,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,7,6.1,8,6.1 - 8.0,,,
"Currently experiencing long COVID, as a percentage of all adults",By Education,United States,Some college/Associate's degree,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,9,8.3,9.9,8.3 - 9.9,,,
"Currently experiencing long COVID, as a percentage of all adults",By Education,United States,Bachelor's degree or higher,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,5.9,5.5,6.4,5.5 - 6.4,,,
"Currently experiencing long COVID, as a percentage of all adults",By Disability status,United States,With disability,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,14.8,13.2,16.5,13.2 - 16.5,,,
"Currently experiencing long COVID, as a percentage of all adults",By Disability status,United States,Without disability,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,6.5,6,7,6.0 - 7.0,,,
"Currently experiencing long COVID, as a percentage of all adults",By State,Alabama,Alabama,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,11.2,8,15,8.0 - 15.0,8.8-11.3,4,
"Currently experiencing long COVID, as a percentage of all adults",By State,Alaska,Alaska,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,7.9,5.6,10.9,5.6 - 10.9,7.3-8.7,3,
"Currently experiencing long COVID, as a percentage of all adults",By State,Arizona,Arizona,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,10.1,7.8,12.8,7.8 - 12.8,8.8-11.3,4,
"Currently experiencing long COVID, as a percentage of all adults",By State,Arkansas,Arkansas,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,7.2,4.9,10.1,4.9 - 10.1,6.2-7.2,2,
"Currently experiencing long COVID, as a percentage of all adults",By State,California,California,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,8.7,7,10.6,7.0 - 10.6,7.3-8.7,3,
"Currently experiencing long COVID, as a percentage of all adults",By State,Colorado,Colorado,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,9.3,6.7,12.4,6.7 - 12.4,8.8-11.3,4,
"Currently experiencing long COVID, as a percentage of all adults",By State,Connecticut,Connecticut,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,7.7,4.9,11.4,4.9 - 11.4,7.3-8.7,3,
"Currently experiencing long COVID, as a percentage of all adults",By State,Delaware,Delaware,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,5.1,3.1,7.7,3.1 - 7.7,4.3-6.1,1,
"Currently experiencing long COVID, as a percentage of all adults",By State,District of Columbia,District of Columbia,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,6.1,3.7,9.5,3.7 - 9.5,4.3-6.1,1,
"Currently experiencing long COVID, as a percentage of all adults",By State,Florida,Florida,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,9.1,6.8,11.8,6.8 - 11.8,8.8-11.3,4,
"Currently experiencing long COVID, as a percentage of all adults",By State,Georgia,Georgia,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,8.7,6,12.1,6.0 - 12.1,7.3-8.7,3,
"Currently experiencing long COVID, as a percentage of all adults",By State,Hawaii,Hawaii,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,4.7,2.6,7.9,2.6 - 7.9,4.3-6.1,1,
"Currently experiencing long COVID, as a percentage of all adults",By State,Idaho,Idaho,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,7.8,5.6,10.4,5.6 - 10.4,7.3-8.7,3,
"Currently experiencing long COVID, as a percentage of all adults",By State,Illinois,Illinois,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,9.7,6.8,13.4,6.8 - 13.4,8.8-11.3,4,
"Currently experiencing long COVID, as a percentage of all adults",By State,Indiana,Indiana,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,4.8,3.5,6.5,3.5 - 6.5,4.3-6.1,1,
"Currently experiencing long COVID, as a percentage of all adults",By State,Iowa,Iowa,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,11.3,7.5,16.1,7.5 - 16.1,8.8-11.3,4,
"Currently experiencing long COVID, as a percentage of all adults",By State,Kansas,Kansas,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,7.5,5.4,10,5.4 - 10.0,7.3-8.7,3,
"Currently experiencing long COVID, as a percentage of all adults",By State,Kentucky,Kentucky,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,6.4,4.1,9.3,4.1 - 9.3,6.2-7.2,2,
"Currently experiencing long COVID, as a percentage of all adults",By State,Louisiana,Louisiana,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,6.4,4.4,9,4.4 - 9.0,6.2-7.2,2,
"Currently experiencing long COVID, as a percentage of all adults",By State,Maine,Maine,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,,,,,Estimate not reliable,-1,1
"Currently experiencing long COVID, as a percentage of all adults",By State,Maryland,Maryland,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,5.8,3.5,8.9,3.5 - 8.9,4.3-6.1,1,
"Currently experiencing long COVID, as a percentage of all adults",By State,Massachusetts,Massachusetts,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,5.2,3.6,7.2,3.6 - 7.2,4.3-6.1,1,
"Currently experiencing long COVID, as a percentage of all adults",By State,Michigan,Michigan,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,4.8,3.7,6.2,3.7 - 6.2,4.3-6.1,1,
"Currently experiencing long COVID, as a percentage of all adults",By State,Minnesota,Minnesota,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,6.3,4.7,8.3,4.7 - 8.3,6.2-7.2,2,
"Currently experiencing long COVID, as a percentage of all adults",By State,Mississippi,Mississippi,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,9.5,6.7,13.1,6.7 - 13.1,8.8-11.3,4,
"Currently experiencing long COVID, as a percentage of all adults",By State,Missouri,Missouri,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,7.8,5.5,10.8,5.5 - 10.8,7.3-8.7,3,
"Currently experiencing long COVID, as a percentage of all adults",By State,Montana,Montana,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,8.6,5.9,12.2,5.9 - 12.2,7.3-8.7,3,
"Currently experiencing long COVID, as a percentage of all adults",By State,Nebraska,Nebraska,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,10.1,7.4,13.4,7.4 - 13.4,8.8-11.3,4,
"Currently experiencing long COVID, as a percentage of all adults",By State,Nevada,Nevada,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,7,4.9,9.5,4.9 - 9.5,6.2-7.2,2,
"Currently experiencing long COVID, as a percentage of all adults",By State,New Hampshire,New Hampshire,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,6.9,5,9.3,5.0 - 9.3,6.2-7.2,2,
"Currently experiencing long COVID, as a percentage of all adults",By State,New Jersey,New Jersey,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,6.5,3.6,10.6,3.6 - 10.6,6.2-7.2,2,
"Currently experiencing long COVID, as a percentage of all adults",By State,New Mexico,New Mexico,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,7.3,5.1,10.1,5.1 - 10.1,7.3-8.7,3,
"Currently experiencing long COVID, as a percentage of all adults",By State,New York,New York,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,5.9,3.8,8.7,3.8 - 8.7,4.3-6.1,1,
"Currently experiencing long COVID, as a percentage of all adults",By State,North Carolina,North Carolina,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,10.7,7.7,14.3,7.7 - 14.3,8.8-11.3,4,
"Currently experiencing long COVID, as a percentage of all adults",By State,North Dakota,North Dakota,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,6.1,4.1,8.7,4.1 - 8.7,4.3-6.1,1,
"Currently experiencing long COVID, as a percentage of all adults",By State,Ohio,Ohio,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,5.5,3.6,8,3.6 - 8.0,4.3-6.1,1,
"Currently experiencing long COVID, as a percentage of all adults",By State,Oklahoma,Oklahoma,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,9.7,7.1,12.8,7.1 - 12.8,8.8-11.3,4,
"Currently experiencing long COVID, as a percentage of all adults",By State,Oregon,Oregon,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,6.6,5.2,8.2,5.2 - 8.2,6.2-7.2,2,
"Currently experiencing long COVID, as a percentage of all adults",By State,Pennsylvania,Pennsylvania,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,4.3,3,5.9,3.0 - 5.9,4.3-6.1,1,
"Currently experiencing long COVID, as a percentage of all adults",By State,Rhode Island,Rhode Island,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,8.1,4.5,13.3,4.5 - 13.3,7.3-8.7,3,
"Currently experiencing long COVID, as a percentage of all adults",By State,South Carolina,South Carolina,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,7.7,5.2,10.8,5.2 - 10.8,7.3-8.7,3,
"Currently experiencing long COVID, as a percentage of all adults",By State,South Dakota,South Dakota,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,9.7,5.9,14.8,5.9 - 14.8,8.8-11.3,4,
"Currently experiencing long COVID, as a percentage of all adults",By State,Tennessee,Tennessee,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,7.1,5.1,9.5,5.1 - 9.5,6.2-7.2,2,
"Currently experiencing long COVID, as a percentage of all adults",By State,Texas,Texas,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,8.2,6.2,10.5,6.2 - 10.5,7.3-8.7,3,
"Currently experiencing long COVID, as a percentage of all adults",By State,Utah,Utah,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,8.1,6.3,10.3,6.3 - 10.3,7.3-8.7,3,
"Currently experiencing long COVID, as a percentage of all adults",By State,Vermont,Vermont,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,5.6,3.4,8.5,3.4 - 8.5,4.3-6.1,1,
"Currently experiencing long COVID, as a percentage of all adults",By State,Virginia,Virginia,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,6.9,5,9.2,5.0 - 9.2,6.2-7.2,2,
"Currently experiencing long COVID, as a percentage of all adults",By State,Washington,Washington,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,7,5.3,9,5.3 - 9.0,6.2-7.2,2,
"Currently experiencing long COVID, as a percentage of all adults",By State,West Virginia,West Virginia,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,7,4.8,9.8,4.8 - 9.8,6.2-7.2,2,
"Currently experiencing long COVID, as a percentage of all adults",By State,Wisconsin,Wisconsin,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,7.3,4.9,10.4,4.9 - 10.4,7.3-8.7,3,
"Currently experiencing long COVID, as a percentage of all adults",By State,Wyoming,Wyoming,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,5.4,3.7,7.6,3.7 - 7.6,4.3-6.1,1,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",National Estimate,United States,United States,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,17,16,18,16.0 - 18.0,,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID",By Age,United States,18 - 29 years,3.5,48,"Jul 27 - Aug 8, 2022",07/27/2022,08/08/2022,13.1,11.3,15.2,11.3 - 15.2,,,
